fecha,clausura
10/04/2017 00:00,1209.25
11/04/2017 00:00,1218.99
12/04/2017 00:00,1212.17
13/04/2017 00:00,1172.91
14/04/2017 00:00,1170.34
15/04/2017 00:00,1173.45
16/04/2017 00:00,1162.31
17/04/2017 00:00,1176.54
18/04/2017 00:00,1202.58
19/04/2017 00:00,1203.98
20/04/2017 00:00,1234.19
21/04/2017 00:00,1243.61
22/04/2017 00:00,1233.2
23/04/2017 00:00,1241.99
24/04/2017 00:00,1253.58
25/04/2017 00:00,1269
26/04/2017 00:00,1287.99
27/04/2017 00:00,1331.53
28/04/2017 00:00,1330.7
29/04/2017 00:00,1333
30/04/2017 00:00,1350.21
01/05/2017 00:00,1390.86
02/05/2017 00:00,1447.75
03/05/2017 00:00,1503.22
04/05/2017 00:00,1537.23
05/05/2017 00:00,1514.9
06/05/2017 00:00,1558.02
07/05/2017 00:00,1554.01
08/05/2017 00:00,1649.54
09/05/2017 00:00,1720.28
10/05/2017 00:00,1772.58
11/05/2017 00:00,1828.45
12/05/2017 00:00,1691.51
13/05/2017 00:00,1776.89
14/05/2017 00:00,1784
15/05/2017 00:00,1705.48
16/05/2017 00:00,1700.01
17/05/2017 00:00,1782.99
18/05/2017 00:00,1878.99
19/05/2017 00:00,1958
20/05/2017 00:00,2013.99
21/05/2017 00:00,2017.55
22/05/2017 00:00,2099.97
23/05/2017 00:00,2264.23
24/05/2017 00:00,2420.29
25/05/2017 00:00,2292.53
26/05/2017 00:00,2279.82
27/05/2017 00:00,2042
28/05/2017 00:00,2178.81
29/05/2017 00:00,2292.1
30/05/2017 00:00,2203.51
31/05/2017 00:00,2298.01
01/06/2017 00:00,2413.63
02/06/2017 00:00,2488.94
03/06/2017 00:00,2540.94
04/06/2017 00:00,2530.27
05/06/2017 00:00,2698
06/06/2017 00:00,2880.74
07/06/2017 00:00,2683.03
08/06/2017 00:00,2806
09/06/2017 00:00,2822.32
10/06/2017 00:00,2899.99
11/06/2017 00:00,2954.22
12/06/2017 00:00,2667.06
13/06/2017 00:00,2703.02
14/06/2017 00:00,2450
